model,meeting,bucket,block_id_standard,block_id_exclusive,flagged_standard,flagged_exclusive,start,speaker_standard,speaker_exclusive,text_standard,text_exclusive
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,82,80,0,1,3958.32,SPEAKER_00,SPEAKER_00,really need to place our energy and our effort okay mr chair would it be appropriate to make a motion to cancel the public hearing portion of the october 1st meeting because right now it is scheduled and i think with all that would have to take place between now and that meeting we should probably j,really need to place our energy and our effort okay mr chair would it be appropriate to make a motion to cancel the public hearing portion of the october 1st meeting because right now it is scheduled and i think with all that would have to take place between now and that meeting we should probably j
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,83,81,0,1,3992.67,SPEAKER_05,SPEAKER_05,reporter and all of this are we able to add um an exception to that that the dates with it that are noted within this memo will be clearly communicated to the public so their opportunity to participate is easy enough for everybody to understand like i want everybody who was here two weeks ago to kno,reporter and all of this are we able to add um an exception to that that the dates with it that are noted within this memo will be clearly communicated to the public so their opportunity to participate is easy enough for everybody to understand like i want everybody who was here two weeks ago to kno
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,86,83,0,1,4075.6,SPEAKER_13,SPEAKER_13,can this memo be made public or is that not do we have a motion on the floor okay mr chair i would,can this memo be made public or is that not do we have a motion on the floor okay mr chair i would
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_identical,95,92,0,1,4438.85,SPEAKER_05,SPEAKER_05,is there a goal that the city has in order to get some of this um you know work underway from,is there a goal that the city has in order to get some of this um you know work underway from
qwen3.5-9b-q6,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_identical,18,18,0,1,1593.08,SPEAKER_05,SPEAKER_05,those were the requirements that we're asking where we thought and again this city satisfied,those were the requirements that we're asking where we thought and again this city satisfied
qwen3.5-9b-q6,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_identical,19,19,0,1,1599.42,SPEAKER_07,SPEAKER_07,with where this is proceeding yes again um the they were at the shade i will i will speak for terry and say that they actually went to the shade tree commission twice and so they went through once and then they had to go back so um they have they've done their their best to really um to try to meet ,with where this is proceeding yes again um the they were at the shade i will i will speak for terry and say that they actually went to the shade tree commission twice and so they went through once and then they had to go back so um they have they've done their their best to really um to try to meet 
qwen3.5-9b-q6,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_identical,20,20,0,1,1630.14,SPEAKER_05,SPEAKER_05,the required trees on the actual property or are there we do have a fee,the required trees on the actual property or are there we do have a fee
qwen3.5-9b-q6,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",text_differs,63,61,1,0,2850.64,SPEAKER_07,SPEAKER_07,we would also have a lot more information ourselves because again as Betsy noted it the the person who's appealing the decision that was made by the zoning officer that's happening September 22nd so that will have happened at that point and um there will have been also opportunities through city cou,additional October 15th meeting which would be a regular meeting at that point we would also have a lot more information ourselves because again as Betsy noted it the the person who's appealing the decision that was made by the zoning officer that's happening September 22nd so that will have happene
qwen3.5-9b-q6,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,64,62,1,0,2955.75,SPEAKER_12,SPEAKER_12,that's something yeah i just wanted to uh kind of support uh what um porter was saying you know i think the idea was to get information about how this decision was made i think it's disappointing to me that the administration has chosen not uh to engage with that us on that i agree you know with thi,that's something yeah i just wanted to uh kind of support uh what um porter was saying you know i think the idea was to get information about how this decision was made i think it's disappointing to me that the administration has chosen not uh to engage with that us on that i agree you know with thi
qwen3.5-9b-q6,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,68,66,1,0,3260.53,SPEAKER_02,SPEAKER_02,i mean i think it needs to be something that we continue just again just just to be able to provide information to the public about what the city is doing i mean i think as uh lauren and as staff has already uh shared there there are irons in the fire um that the city is has responded to public inpu,i mean i think it needs to be something that we continue just again just just to be able to provide information to the public about what the city is doing i mean i think as uh lauren and as staff has already uh shared there there are irons in the fire um that the city is has responded to public inpu
qwen3.5-9b-q6,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,70,68,1,0,3391.8,SPEAKER_05,SPEAKER_05,forward in light of transparency are we able to put this schedule that's on the bullet on the faq page just so it's easily accessible by the public to be able to see when these milestones are being met and to know when um key participation opportunities will present themselves what does it mean you ,forward in light of transparency are we able to put this schedule that's on the bullet on the faq page just so it's easily accessible by the public to be able to see when these milestones are being met and to know when um key participation opportunities will present themselves what does it mean you 
